step,total_vel_x,total_vel_y,total_vel_z
0,422.296663,1327.462672,57.049255
1000,422.431385,1327.406825,56.998414
2000,422.623802,1327.308831,56.846047
3000,422.757256,1327.146530,56.821791
4000,422.800208,1326.983285,56.915651
5000,422.844393,1326.839900,56.972628
6000,422.982647,1326.752122,56.976931
7000,422.941286,1326.597902,56.878881
8000,422.880334,1326.524470,57.000022
9000,422.814009,1326.518740,56.976117
10000,422.617271,1326.549225,56.868117
11000,422.561396,1326.530289,56.741222
12000,422.482467,1326.475432,56.700561
13000,422.434548,1326.347945,56.631452
14000,422.368866,1326.257406,56.584596
15000,422.369531,1326.193044,56.498910
16000,422.378350,1326.164627,56.381926
17000,422.351913,1326.195999,56.321718
18000,422.393073,1326.226311,56.289624
19000,422.477574,1326.292723,56.255638
20000,422.516228,1326.313093,56.234765
21000,422.519110,1326.279511,56.232213
22000,422.450030,1326.277155,56.307468
23000,422.414236,1326.203977,56.357131
24000,422.390706,1326.159187,56.420270
25000,422.417993,1326.140872,56.504625